Council,DEA,Elected,Name,Party,FirstPrefs,PartyGrouped,Category,DataCategory
Antrim and Newtownabbey,Airport,,Oran Keenan,SDLP,121,SDLP,Nationalist,2014 Votes
Antrim and Newtownabbey,Antrim,Y,Adrian Cochrane-Watson,UUP,785,UUP,Unionist,2014 Votes
Antrim and Newtownabbey,Antrim,Y,Nigel Kells,DUP,662,DUP,Unionist,2014 Votes
Antrim and Newtownabbey,Antrim,,Noel Maguire,Sinn Féin,632,SF,Nationalist,2014 Votes
Antrim and Newtownabbey,Antrim,Y,John Smyth,DUP,631,DUP,Unionist,2014 Votes
Antrim and Newtownabbey,Antrim,Y,Neil Kelly,Alliance,620,AP,Other,2014 Votes
Antrim and Newtownabbey,Antrim,Y,Roisin Lynch,SDLP,608,SDLP,Nationalist,2014 Votes
Antrim and Newtownabbey,Antrim,Y,Drew Ritchie,UUP,572,UUP,Unionist,2014 Votes
Antrim and Newtownabbey,Antrim,,Richard Cairns,TUV,560,TUV,Unionist,2014 Votes
Antrim and Newtownabbey,Antrim,,Brian Graham,DUP,540,DUP,Unionist,2014 Votes
Antrim and Newtownabbey,Antrim,,Sian O'Neill,Alliance,182,AP,Other,2014 Votes
Antrim and Newtownabbey,Antrim,,George Young,NI21,144,NI21,Unionist,2014 Votes
Antrim and Newtownabbey,Ballyclare,Y,Mandy Girvan*,DUP,930,DUP,Unionist,2014 Votes
Antrim and Newtownabbey,Ballyclare,Y,Jim Bingham*,UUP,819,UUP,Unionist,2014 Votes
Antrim and Newtownabbey,Ballyclare,Y,Vera McWilliam,UUP,815,UUP,Unionist,2014 Votes
Antrim and Newtownabbey,Ballyclare,Y,David Arthurs ‡,TUV,750,TUV,Unionist,2014 Votes
Antrim and Newtownabbey,Ballyclare,Y,Tim Girvan*,DUP,584,DUP,Unionist,2014 Votes
Antrim and Newtownabbey,Ballyclare,,Pat McCudden*,Alliance,553,AP,Other,2014 Votes
Antrim and Newtownabbey,Ballyclare,,Jordan Greer,DUP,493,DUP,Unionist,2014 Votes
Antrim and Newtownabbey,Ballyclare,,Gary English,NI21,312,NI21,Unionist,2014 Votes
Antrim and Newtownabbey,Ballyclare,,Scott McDowell,PUP,214,PUP,Unionist,2014 Votes
Antrim and Newtownabbey,Ballyclare,,David McMaster,Independent,104,Independent,Other,2014 Votes
Antrim and Newtownabbey,Ballyclare,,Robert Moore,Independent,39,Independent,Other,2014 Votes
Antrim and Newtownabbey,Dunsilly,Y,Roderick Swann*,UUP,1111,UUP,Unionist,2014 Votes
Antrim and Newtownabbey,Dunsilly,Y,Linda Clarke*,DUP,892,DUP,Unionist,2014 Votes
Antrim and Newtownabbey,Dunsilly,Y,Trevor Beatty †,DUP,886,DUP,Unionist,2014 Votes
Antrim and Newtownabbey,Dunsilly,Y,Henry Cushnihan*,Sinn Féin,778,SF,Nationalist,2014 Votes
Antrim and Newtownabbey,Dunsilly,,Anthony Brady*,Sinn Féin,702,SF,Nationalist,2014 Votes
Antrim and Newtownabbey,Dunsilly,Y,Brian Duffin* ‡,SDLP,677,SDLP,Nationalist,2014 Votes
Antrim and Newtownabbey,Dunsilly,,Julian McGrath,Alliance,490,AP,Other,2014 Votes
Antrim and Newtownabbey,Dunsilly,,Ryan Wilson,SDLP,450,SDLP,Nationalist,2014 Votes
Antrim and Newtownabbey,Glengormley Urban,Y,Mark Cosgrove*,UUP,1193,UUP,Unionist,2014 Votes
Antrim and Newtownabbey,Glengormley Urban,Y,Audrey Ball*,DUP,897,DUP,Unionist,2014 Votes
Antrim and Newtownabbey,Glengormley Urban,Y,Michael Goodman,Sinn Féin,857,SF,Nationalist,2014 Votes
Antrim and Newtownabbey,Glengormley Urban,Y,John Blair*,Alliance,796,AP,Other,2014 Votes
Antrim and Newtownabbey,Glengormley Urban,Y,Philip Brett*,DUP,756,DUP,Unionist,2014 Votes
Antrim and Newtownabbey,Glengormley Urban,Y,Noreen McClelland*,SDLP,737,SDLP,Nationalist,2014 Votes
Antrim and Newtownabbey,Glengormley Urban,,Gerry O'Reilly*,Sinn Féin,695,SF,Nationalist,2014 Votes
Antrim and Newtownabbey,Glengormley Urban,,Sam Flanagan,DUP,484,DUP,Unionist,2014 Votes
Antrim and Newtownabbey,Glengormley Urban,Y,Michael Maguire,UUP,411,UUP,Unionist,2014 Votes
Antrim and Newtownabbey,Glengormley Urban,,Sam Nelson,Alliance,346,AP,Other,2014 Votes
Antrim and Newtownabbey,Glengormley Urban,,Hairy Miggins,NI21,255,NI21,Unionist,2014 Votes
Antrim and Newtownabbey,Macedon,Y,Billy De Courcy*,DUP,844,DUP,Unionist,2014 Votes
Antrim and Newtownabbey,Macedon,Y,Billy Webb*,Alliance,830,AP,Other,2014 Votes
Antrim and Newtownabbey,Macedon,Y,David Hollis,TUV,645,TUV,Unionist,2014 Votes
Antrim and Newtownabbey,Macedon,Y,Thomas Hogg*,DUP,581,DUP,Unionist,2014 Votes
Antrim and Newtownabbey,Macedon,,Brónach Anglin,Sinn Féin,558,SF,Nationalist,2014 Votes
Antrim and Newtownabbey,Macedon,Y,Paul Hamill,DUP,538,DUP,Unionist,2014 Votes
Antrim and Newtownabbey,Macedon,Y,John Scott* ‡‡†,UUP,538,UUP,Unionist,2014 Votes
Antrim and Newtownabbey,Macedon,,Ken Wilkinson,PUP,503,PUP,Unionist,2014 Votes
Antrim and Newtownabbey,Macedon,,Victor Robinson,DUP,462,DUP,Unionist,2014 Votes
Antrim and Newtownabbey,Macedon,,Dineen Walker*,DUP,256,DUP,Unionist,2014 Votes
Antrim and Newtownabbey,Macedon,,Dominic Mullaghan,SDLP,178,SDLP,Nationalist,2014 Votes
Antrim and Newtownabbey,Three Mile Water,Y,Fraser Agnew*,UUP,1275,UUP,Unionist,2014 Votes
Antrim and Newtownabbey,Three Mile Water,Y,Tom Campbell*,Alliance,745,AP,Other,2014 Votes
Antrim and Newtownabbey,Three Mile Water,Y,William Ball*,DUP,738,DUP,Unionist,2014 Votes
Antrim and Newtownabbey,Three Mile Water,Y,Ben Kelso †,UUP,587,UUP,Unionist,2014 Votes
Antrim and Newtownabbey,Three Mile Water,Y,Stephen Ross,DUP,557,DUP,Unionist,2014 Votes
Antrim and Newtownabbey,Three Mile Water,Y,Pamela Barr*,DUP,526,DUP,Unionist,2014 Votes
Antrim and Newtownabbey,Three Mile Water,,Trevor Mawhinney,TUV,524,TUV,Unionist,2014 Votes
Antrim and Newtownabbey,Three Mile Water,,Lynn Frazer,Alliance,424,AP,Other,2014 Votes
Antrim and Newtownabbey,Three Mile Water,,Gary Grattan,NI21,369,NI21,Unionist,2014 Votes
Antrim and Newtownabbey,Three Mile Water,,Darren Logan,PUP,343,PUP,Unionist,2014 Votes
Antrim and Newtownabbey,Three Mile Water,,Robert Hill*,DUP,293,DUP,Unionist,2014 Votes
Antrim and Newtownabbey,Three Mile Water,,Jackie Shaw,PUP,225,PUP,Unionist,2014 Votes
Causeway Coast and Glens,Ballymoney,Y,John Finlay*,DUP,1075,DUP,Unionist,2014 Votes
Causeway Coast and Glens,Ballymoney,Y,Philip McGuigan* †,Sinn Féin,941,SF,Nationalist,2014 Votes
Causeway Coast and Glens,Ballymoney,Y,William Blair*,TUV,846,TUV,Unionist,2014 Votes
Causeway Coast and Glens,Ballymoney,Y,Ian Stevenson*,DUP,593,DUP,Unionist,2014 Votes
Causeway Coast and Glens,Ballymoney,Y,Darryl Wilson*,UUP,754,UUP,Unionist,2014 Votes
Causeway Coast and Glens,Ballymoney,Y,Tom McKeown*,UUP,621,UUP,Unionist,2014 Votes
Causeway Coast and Glens,Ballymoney,Y,Alan McLean*,DUP,528,DUP,Unionist,2014 Votes
Causeway Coast and Glens,Ballymoney,,Leanne Peacock,Sinn Féin,615,SF,Nationalist,2014 Votes
Causeway Coast and Glens,Ballymoney,,Jamise McIlhagga,TUV,632,TUV,Unionist,2014 Votes
Causeway Coast and Glens,Ballymoney,,Harry Boyle,SDLP,334,SDLP,Nationalist,2014 Votes
Causeway Coast and Glens,Ballymoney,,Jonathan Wallace,DUP,530,DUP,Unionist,2014 Votes
Causeway Coast and Glens,Ballymoney,,Stephen McFarland,Alliance,304,AP,Other,2014 Votes
Causeway Coast and Glens,Ballymoney,,Charley (Pappy) O'Kane,Independent,196,Independent,Other,2014 Votes
Causeway Coast and Glens,Ballymoney,,Angela Mulholland,SDLP,149,SDLP,Nationalist,2014 Votes
Causeway Coast and Glens,Ballymoney,,James Simpson,Conservatives,129,Conservatives,Unionist,2014 Votes
Causeway Coast and Glens,Bann,Y,William King*,UUP,1127,UUP,Unionist,2014 Votes
Causeway Coast and Glens,Bann,Y,Michelle Knight-McQuillan*,DUP,1025,DUP,Unionist,2014 Votes
Causeway Coast and Glens,Bann,Y,Richard Holmes*,UUP,880,UUP,Unionist,2014 Votes
Causeway Coast and Glens,Bann,Y,Sam Cole*,DUP,892,DUP,Unionist,2014 Votes
Causeway Coast and Glens,Bann,Y,Róisín Loftus*,SDLP,875,SDLP,Nationalist,2014 Votes
Causeway Coast and Glens,Bann,,Ciaran Archibald*,Sinn Féin,994,SF,Nationalist,2014 Votes
Causeway Coast and Glens,Bann,,Elizabeth Collins,TUV,550,TUV,Unionist,2014 Votes
Causeway Coast and Glens,Bann,,Charlie McConaghy,Alliance,235,AP,Other,2014 Votes
Causeway Coast and Glens,Benbradagh,Y,Seán McGlinchey*,Sinn Féin,1460,SF,Nationalist,2014 Votes
Causeway Coast and Glens,Benbradagh,Y,Boyd Douglas*,TUV,1160,TUV,Unionist,2014 Votes
Causeway Coast and Glens,Benbradagh,Y,Tony McCaul*,Sinn Féin,632,SF,Nationalist,2014 Votes
Causeway Coast and Glens,Benbradagh,Y,Orla Beattie*,SDLP,686,SDLP,Nationalist,2014 Votes
Causeway Coast and Glens,Benbradagh,Y,Dermott Nicholl*,Sinn Féin,833,SF,Nationalist,2014 Votes
Causeway Coast and Glens,Benbradagh,,Edgar Scott*,DUP,750,DUP,Unionist,2014 Votes
Causeway Coast and Glens,Benbradagh,,Michael Coyle*,SDLP,392,SDLP,Nationalist,2014 Votes
Causeway Coast and Glens,Causeway,Y,Frank Campbell*,DUP,910,DUP,Unionist,2014 Votes
Causeway Coast and Glens,Causeway,Y,Mark Fielding*,DUP,643,DUP,Unionist,2014 Votes
Causeway Coast and Glens,Causeway,Y,Barney Fitzpatrick*,Alliance,745,AP,Other,2014 Votes
Causeway Coast and Glens,Causeway,Y,Sandra Hunter*,UUP,762,UUP,Unionist,2014 Votes
Causeway Coast and Glens,Causeway,Y,Norman Hillis*,UUP,669,UUP,Unionist,2014 Votes
Causeway Coast and Glens,Causeway,Y,Sharon McKillop,TUV,616,TUV,Unionist,2014 Votes
Causeway Coast and Glens,Causeway,Y,Maura Hickey*†,SDLP,699,SDLP,Nationalist,2014 Votes
Causeway Coast and Glens,Causeway,,Bill Kennedy*,DUP,497,DUP,Unionist,2014 Votes
Causeway Coast and Glens,Causeway,,Robert McPherson,UUP,464,UUP,Unionist,2014 Votes
Causeway Coast and Glens,Causeway,,Alison Torrens,Independent,282,Independent,Other,2014 Votes
Causeway Coast and Glens,Causeway,,David Alexander,NI21,265,NI21,Unionist,2014 Votes
Causeway Coast and Glens,Causeway,,Angela Knott,DUP,260,DUP,Unionist,2014 Votes
Causeway Coast and Glens,Causeway,,Adrian Parke,UKIP,229,UKIP,Unionist,2014 Votes
Causeway Coast and Glens,Causeway,,Leanne Abernethy,Independent,207,Independent,Other,2014 Votes
Causeway Coast and Glens,Causeway,,Thomas Stirling,TUV,161,TUV,Unionist,2014 Votes
Causeway Coast and Glens,Coleraine,Y,Russell Watton,PUP,777,PUP,Unionist,2014 Votes
Causeway Coast and Glens,Coleraine,Y,Stephanie Quigley*,SDLP,721,SDLP,Nationalist,2014 Votes
Causeway Coast and Glens,Coleraine,Y,George Duddy*,DUP,710,DUP,Unionist,2014 Votes
Causeway Coast and Glens,Coleraine,Y,William McCandless*,UUP,641,UUP,Unionist,2014 Votes
Causeway Coast and Glens,Coleraine,Y,Trevor Clarke*,DUP,627,DUP,Unionist,2014 Votes
Causeway Coast and Glens,Coleraine,Y,David Harding ‡‡,UUP,539,UUP,Unionist,2014 Votes
Causeway Coast and Glens,Coleraine,,Tracy Craig,DUP,483,DUP,Unionist,2014 Votes
Causeway Coast and Glens,Coleraine,,Yvonne Boyle*,Alliance,408,AP,Other,2014 Votes
Causeway Coast and Glens,Coleraine,,Phyllis Fielding*,DUP,360,DUP,Unionist,2014 Votes
Causeway Coast and Glens,Coleraine,,Margaret Fleming,Sinn Féin,383,SF,Nationalist,2014 Votes
Causeway Coast and Glens,Coleraine,,Tommy Collins,TUV,327,TUV,Unionist,2014 Votes
Causeway Coast and Glens,Coleraine,,Billy Ellis,Independent,284,Independent,Other,2014 Votes
Causeway Coast and Glens,Coleraine,,William Ogilby,UKIP,187,UKIP,Unionist,2014 Votes
Causeway Coast and Glens,Coleraine,,Chris McCaw,NI21,113,NI21,Unionist,2014 Votes
Causeway Coast and Glens,Limavady,Y,Alan Robinson*,DUP,1451,DUP,Unionist,2014 Votes
Causeway Coast and Glens,Limavady,Y,James McCorkell*,DUP,462,DUP,Unionist,2014 Votes
Causeway Coast and Glens,Limavady,Y,Brenda Chivers*,Sinn Féin,797,SF,Nationalist,2014 Votes
Causeway Coast and Glens,Limavady,Y,Gerry Mullan*†,SDLP,576,SDLP,Nationalist,2014 Votes
Causeway Coast and Glens,Limavady,Y,Aaron Callan ‡,UUP,452,UUP,Unionist,2014 Votes
Causeway Coast and Glens,Limavady,,Raymond Kennedy,UUP,394,UUP,Unionist,2014 Votes
Causeway Coast and Glens,Limavady,,Rory Donaghy*,Sinn Féin,372,SF,Nationalist,2014 Votes
Causeway Coast and Glens,Limavady,,Howard Gordon,TUV,325,TUV,Unionist,2014 Votes
Causeway Coast and Glens,Limavady,,Jonathan Holmes,DUP,292,DUP,Unionist,2014 Votes
Causeway Coast and Glens,Limavady,,Jason Allen,SDLP,268,SDLP,Nationalist,2014 Votes
Causeway Coast and Glens,Limavady,,Richard Nicholl,UKIP,102,UKIP,Unionist,2014 Votes
Causeway Coast and Glens,The Glens,Y,Joan Baird*,UUP,675,UUP,Unionist,2014 Votes
Causeway Coast and Glens,The Glens,Y,Cara McShane*,Sinn Féin,839,SF,Nationalist,2014 Votes
Causeway Coast and Glens,The Glens,Y,Margaret McKillop*,SDLP,555,SDLP,Nationalist,2014 Votes
Causeway Coast and Glens,The Glens,Y,Padraig McShane*,Independent Nationalist,835,Independent Nationalist,Nationalist,2014 Votes
Causeway Coast and Glens,The Glens,Y,Kieran Mulholland,Sinn Féin,745,SF,Nationalist,2014 Votes
Causeway Coast and Glens,The Glens,,Ambrose Laverty,Independent,627,Independent,Other,2014 Votes
Causeway Coast and Glens,The Glens,,Colum Thompson*,Sinn Féin,702,SF,Nationalist,2014 Votes
Causeway Coast and Glens,The Glens,,Evelyne Robinson*,DUP,494,DUP,Unionist,2014 Votes
Causeway Coast and Glens,The Glens,,Donal Cunningham*,SDLP,513,SDLP,Nationalist,2014 Votes
Causeway Coast and Glens,The Glens,,Cyril Quigg,TUV,229,TUV,Unionist,2014 Votes
Causeway Coast and Glens,The Glens,,Joanne McKeown,SDLP,143,SDLP,Nationalist,2014 Votes
Causeway Coast and Glens,The Glens,,Colin Mayrs,Alliance,130,AP,Other,2014 Votes
Derry and Strabane,Ballyarnett,Y,Sandra Duffy,Sinn Féin,1163,SF,Nationalist,2014 Votes
Derry and Strabane,Ballyarnett,Y,Angela Dobbins*,SDLP,1155,SDLP,Nationalist,2014 Votes
Derry and Strabane,Ballyarnett,Y,Tony Hassan*,Sinn Féin,1092,SF,Nationalist,2014 Votes
Derry and Strabane,Ballyarnett,Y,Brian Tierney*,SDLP,963,SDLP,Nationalist,2014 Votes
Derry and Strabane,Ballyarnett,Y,Dermot Quigley†,Independent,1037,Independent,Other,2014 Votes
Derry and Strabane,Ballyarnett,Y,Elisha McCallion*†,Sinn Féin,985,SF,Nationalist,2014 Votes
Derry and Strabane,Ballyarnett,,Jimmy Carr*,SDLP,605,SDLP,Nationalist,2014 Votes
Derry and Strabane,Ballyarnett,,Colm O'Connor,SDLP,551,SDLP,Nationalist,2014 Votes
Derry and Strabane,Ballyarnett,,Danny McCloskey,Alliance,139,AP,Other,2014 Votes
Derry and Strabane,Derg,Y,Derek Hussey*,UUP,1411,UUP,Unionist,2014 Votes
Derry and Strabane,Derg,Y,Thomas Kerrigan*,DUP,924,DUP,Unionist,2014 Votes
Derry and Strabane,Derg,Y,Maolíosa McHugh*,Sinn Féin,1055,SF,Nationalist,2014 Votes
Derry and Strabane,Derg,Y,Kieran McGuire*,Sinn Féin,1072,SF,Nationalist,2014 Votes
Derry and Strabane,Derg,Y,Ruairí McHugh*,Sinn Féin,1102,SF,Nationalist,2014 Votes
Derry and Strabane,Derg,,Sharon Smyth,DUP,693,DUP,Unionist,2014 Votes
Derry and Strabane,Derg,,Jim McIntyre,SDLP,416,SDLP,Nationalist,2014 Votes
Derry and Strabane,Derg,,Robert Oliver,TUV,521,TUV,Unionist,2014 Votes
Derry and Strabane,Derg,,Marie Ash,SDLP,410,SDLP,Nationalist,2014 Votes
Derry and Strabane,Faughan,Y,Gary Middleton*†,DUP,1077,DUP,Unionist,2014 Votes
Derry and Strabane,Faughan,Y,Maurice Devenney*‡,DUP,936,DUP,Unionist,2014 Votes
Derry and Strabane,Faughan,Y,Paul Fleming*,Sinn Féin,895,SF,Nationalist,2014 Votes
Derry and Strabane,Faughan,Y,Jim McKeever,SDLP,493,SDLP,Nationalist,2014 Votes
Derry and Strabane,Faughan,Y,Gus Hastings*,SDLP,492,SDLP,Nationalist,2014 Votes
Derry and Strabane,Faughan,,Ronnie McKeegan,UUP,555,UUP,Unionist,2014 Votes
Derry and Strabane,Faughan,,Paul Hughes,Independent,501,Independent,Other,2014 Votes
Derry and Strabane,Faughan,,Brenda Stevenson*,SDLP,490,SDLP,Nationalist,2014 Votes
Derry and Strabane,Faughan,,Michael McCrossan,Sinn Féin,358,SF,Nationalist,2014 Votes
Derry and Strabane,Faughan,,David Hawthorne,Alliance,336,AP,Other,2014 Votes
Derry and Strabane,Faughan,,Geoff Cruickshank,UKIP,185,UKIP,Unionist,2014 Votes
Derry and Strabane,Foyleside,Y,John Boyle*,SDLP,1132,SDLP,Nationalist,2014 Votes
Derry and Strabane,Foyleside,Y,Darren O'Reilly,Independent,1091,Independent,Other,2014 Votes
Derry and Strabane,Foyleside,Y,Mickey Cooper*,Sinn Féin,801,SF,Nationalist,2014 Votes
Derry and Strabane,Foyleside,Y,Eric McGinley*,Sinn Féin,791,SF,Nationalist,2014 Votes
Derry and Strabane,Foyleside,Y,Shauna Cusack*,SDLP,740,SDLP,Nationalist,2014 Votes
Derry and Strabane,Foyleside,,Rory Farrell,SDLP,743,SDLP,Nationalist,2014 Votes
Derry and Strabane,Foyleside,,Barney O'Hagan*,Sinn Féin,701,SF,Nationalist,2014 Votes
Derry and Strabane,Foyleside,,Sha Gillespie,People Before Profit,232,PBP,Socialist,2014 Votes
Derry and Strabane,Foyleside,,Daniel Comer,Alliance,137,AP,Other,2014 Votes
Derry and Strabane,Sperrin,Y,Allan Bresland*,DUP,1179,DUP,Unionist,2014 Votes
Derry and Strabane,Sperrin,Y,Rhonda Hamilton*,DUP,965,DUP,Unionist,2014 Votes
Derry and Strabane,Sperrin,Y,Patsy Kelly*‡,SDLP,816,SDLP,Nationalist,2014 Votes
Derry and Strabane,Sperrin,Y,Karina Carlin*,Sinn Féin,1169,SF,Nationalist,2014 Votes
Derry and Strabane,Sperrin,Y,Paul Gallagher,Independent Nationalist,978,Independent Nationalist,Nationalist,2014 Votes
Derry and Strabane,Sperrin,Y,Brian McMahon*,Sinn Féin,966,SF,Nationalist,2014 Votes
Derry and Strabane,Sperrin,Y,Dan Kelly*,Sinn Féin,1015,SF,Nationalist,2014 Votes
Derry and Strabane,Sperrin,,Diarmuid Ward,Sinn Féin,970,SF,Nationalist,2014 Votes
Derry and Strabane,Sperrin,,Eugene McMenamin*,Independent Nationalist,690,Independent Nationalist,Nationalist,2014 Votes
Derry and Strabane,Sperrin,,Patrick Leonard,SDLP,559,SDLP,Nationalist,2014 Votes
Derry and Strabane,Sperrin,,William Jamieson,UUP,588,UUP,Unionist,2014 Votes
Derry and Strabane,Sperrin,,Liam Stewart,SDLP,185,SDLP,Nationalist,2014 Votes
Derry and Strabane,The Moor,Y,Gary Donnelly,Independent Nationalist,1154,Independent Nationalist,Nationalist,2014 Votes
Derry and Strabane,The Moor,Y,Kevin Campbell*,Sinn Féin,1104,SF,Nationalist,2014 Votes
Derry and Strabane,The Moor,Y,Colly Kelly*,Sinn Féin,775,SF,Nationalist,2014 Votes
Derry and Strabane,The Moor,Y,Patricia Logue*,Sinn Féin,997,SF,Nationalist,2014 Votes
Derry and Strabane,The Moor,Y,Seán Carr*‡,SDLP,841,SDLP,Nationalist,2014 Votes
Derry and Strabane,The Moor,,Emmet Doyle,SDLP,676,SDLP,Nationalist,2014 Votes
Derry and Strabane,The Moor,,Liam Friel,Sinn Féin,654,SF,Nationalist,2014 Votes
Derry and Strabane,The Moor,,Dermott Henderson,SDLP,542,SDLP,Nationalist,2014 Votes
Derry and Strabane,The Moor,,Patrick Mellon,Independent,113,Independent,Other,2014 Votes
Derry and Strabane,Waterside,Y,Gerard Diver*,SDLP,1080,SDLP,Nationalist,2014 Votes
Derry and Strabane,Waterside,Y,Mary Hamilton*,UUP,1046,UUP,Unionist,2014 Votes
Derry and Strabane,Waterside,Y,Christopher Jackson,Sinn Féin,1063,SF,Nationalist,2014 Votes
Derry and Strabane,Waterside,Y,Martin Reilly*,SDLP,884,SDLP,Nationalist,2014 Votes
Derry and Strabane,Waterside,Y,David Ramsey,DUP,553,DUP,Unionist,2014 Votes
Derry and Strabane,Waterside,Y,Hilary McClintock,DUP,811,DUP,Unionist,2014 Votes
Derry and Strabane,Waterside,Y,Drew Thompson*,DUP,607,DUP,Unionist,2014 Votes
Derry and Strabane,Waterside,,Julia Kee,UUP,465,UUP,Unionist,2014 Votes
Derry and Strabane,Waterside,,Bridget Meehan,Sinn Féin,656,SF,Nationalist,2014 Votes
Derry and Strabane,Waterside,,Niree McMorris,DUP,528,DUP,Unionist,2014 Votes
Derry and Strabane,Waterside,,Kyle Thompson,UKIP,287,UKIP,Unionist,2014 Votes
Derry and Strabane,Waterside,,Nigel Gardiner,PUP,274,PUP,Unionist,2014 Votes
Derry and Strabane,Waterside,,Asta Kereviciene,Alliance,241,AP,Other,2014 Votes
Derry and Strabane,Waterside,,David Malcolm,UKIP,224,UKIP,Unionist,2014 Votes
Derry and Strabane,Waterside,,Michael Carlin,Independent,113,Independent,Other,2014 Votes
Fermanagh and Omagh,Enniskillen,Y,Robert Irvine*,UUP,778,UUP,Unionist,2014 Votes
Fermanagh and Omagh,Enniskillen,Y,Keith Elliot*,DUP,778,DUP,Unionist,2014 Votes
Fermanagh and Omagh,Enniskillen,Y,Patricia Rodgers,SDLP,641,SDLP,Nationalist,2014 Votes
Fermanagh and Omagh,Enniskillen,Y,Tommy Maguire*,Sinn Féin,792,SF,Nationalist,2014 Votes
Fermanagh and Omagh,Enniskillen,Y,Debbie Coyle*,Sinn Féin,670,SF,Nationalist,2014 Votes
Fermanagh and Omagh,Enniskillen,Y,Howard Thornton,UUP,546,UUP,Unionist,2014 Votes
Fermanagh and Omagh,Enniskillen,,Donald Crawford,TUV,636,TUV,Unionist,2014 Votes
Fermanagh and Omagh,Enniskillen,,Donal O'Cofaigh,Independent,555,Independent,Other,2014 Votes
Fermanagh and Omagh,Enniskillen,,Shirley Donaldson,DUP,503,DUP,Unionist,2014 Votes
Fermanagh and Omagh,Enniskillen,,Pat Cox,Independent,313,Independent,Other,2014 Votes
Fermanagh and Omagh,Enniskillen,,Basil Johnston*,UUP,306,UUP,Unionist,2014 Votes
Fermanagh and Omagh,Enniskillen,,Ann Gormley,Alliance,148,AP,Other,2014 Votes
Fermanagh and Omagh,Enniskillen,,Laurence Speight,Green,71,GP,Other,2014 Votes
Fermanagh and Omagh,Erne East,Y,Victor Warrington,UUP,1272,UUP,Unionist,2014 Votes
Fermanagh and Omagh,Erne East,Y,Paul Robinson*,DUP,1246,DUP,Unionist,2014 Votes
Fermanagh and Omagh,Erne East,Y,Richie McPhillips †,SDLP,1015,SDLP,Nationalist,2014 Votes
Fermanagh and Omagh,Erne East,Y,Tom O'Reilly*,Sinn Féin,1075,SF,Nationalist,2014 Votes
Fermanagh and Omagh,Erne East,Y,Brian McCaffrey*,Sinn Féin,1041,SF,Nationalist,2014 Votes
Fermanagh and Omagh,Erne East,Y,Sheamus Greene,Sinn Féin,1005,SF,Nationalist,2014 Votes
Fermanagh and Omagh,Erne East,,Kate Mulligan,Sinn Féin,902,SF,Nationalist,2014 Votes
Fermanagh and Omagh,Erne East,,Fred Parkinson,UKIP,296,UKIP,Unionist,2014 Votes
Fermanagh and Omagh,Erne North,Y,Rosemary Barton* †,UUP,1289,UUP,Unionist,2014 Votes
Fermanagh and Omagh,Erne North,Y,Raymond Farrell* ‡‡,UUP,1108,UUP,Unionist,2014 Votes
Fermanagh and Omagh,Erne North,Y,David Mahon,DUP,600,DUP,Unionist,2014 Votes
Fermanagh and Omagh,Erne North,Y,John Coyle,SDLP,628,SDLP,Nationalist,2014 Votes
Fermanagh and Omagh,Erne North,Y,John Feely,Sinn Féin,893,SF,Nationalist,2014 Votes
Fermanagh and Omagh,Erne North,,Peter Jones,Sinn Féin,654,SF,Nationalist,2014 Votes
Fermanagh and Omagh,Erne North,,Alex Elliott,TUV,455,TUV,Unionist,2014 Votes
Fermanagh and Omagh,Erne North,,Paul Blake,SDLP,414,SDLP,Nationalist,2014 Votes
Fermanagh and Omagh,Erne North,,James Fleming,DUP,249,DUP,Unionist,2014 Votes
Fermanagh and Omagh,Erne West,Y,Alex Baird*,UUP,1619,UUP,Unionist,2014 Votes
Fermanagh and Omagh,Erne West,Y,Bernice Swift*,Independent Nationalist,1195,Independent Nationalist,Nationalist,2014 Votes
Fermanagh and Omagh,Erne West,Y,Barry Doherty*,Sinn Féin,985,SF,Nationalist,2014 Votes
Fermanagh and Omagh,Erne West,Y,Anthony Feely,Sinn Féin,946,SF,Nationalist,2014 Votes
Fermanagh and Omagh,Erne West,Y,Brendan Gallagher,SDLP,962,SDLP,Nationalist,2014 Votes
Fermanagh and Omagh,Erne West,,Jeremy Campbell,DUP,425,DUP,Unionist,2014 Votes
Fermanagh and Omagh,Erne West,,Leanne Maguire,Sinn Féin,791,SF,Nationalist,2014 Votes
Fermanagh and Omagh,Mid Tyrone,Y,Bert Wilson*,UUP,1262,UUP,Unionist,2014 Votes
Fermanagh and Omagh,Mid Tyrone,Y,Seán Clarke*,Sinn Féin,1222,SF,Nationalist,2014 Votes
Fermanagh and Omagh,Mid Tyrone,Y,Ann Marie Fitzgerald*,Sinn Féin,1115,SF,Nationalist,2014 Votes
Fermanagh and Omagh,Mid Tyrone,Y,Seán Donnelly*,Sinn Féin,989,SF,Nationalist,2014 Votes
Fermanagh and Omagh,Mid Tyrone,Y,Barry McNally,Sinn Féin,893,SF,Nationalist,2014 Votes
Fermanagh and Omagh,Mid Tyrone,Y,Rosemarie Shields*,SDLP,539,SDLP,Nationalist,2014 Votes
Fermanagh and Omagh,Mid Tyrone,,Charlie Chittick*,DUP,629,DUP,Unionist,2014 Votes
Fermanagh and Omagh,Mid Tyrone,,Bernard McGrath,SDLP,400,SDLP,Nationalist,2014 Votes
Fermanagh and Omagh,Mid Tyrone,,Ciaran McClean,Green,198,GP,Other,2014 Votes
Fermanagh and Omagh,Mid Tyrone,,Andrew Bullick,Alliance,122,AP,Other,2014 Votes
